codBPIN;nomProy
;CONSEJO CENTROAMERICANO DE SUPERINTENDENTES DE BANCOS, DE SEGUROS Y DE OTRAS INSTITUCIONES FINANCIERAS.  ARTICULO 112 LEY 795 DE 2003
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;MESADAS PENSIONALES (DE PENSIONES)
;CUOTAS PARTES PENSIONALES (DE PENSIONES)
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;AUXILIOS FUNERARIOS
;APORTE PREVISIÓN SOCIAL SERVICIOS MÉDICOS (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CENTRO INTERNACIONAL DE ESTUDIOS PARA LA CONSERVACION Y RESTAURACION DE LOS BIENES CULTURALES. UNESCO.ICCROM. (LEY 8 DE 1947)
;CENTRO DE CIENCIA Y TECNOLOGÍA DE LOS PAISES NO ALINEADOS Y OTROS PAISES EN DESARROLLO. (LEY 354/1997)
;BURO INTERNACIONAL DE EXPOSICIONES (LEY 52/1930)
;ASOCIACION LATINOAMERICANA DE INTEGRACION.ALADI. (LEY 45 DE 1981)
;ASOCIACION DE ESTADOS DEL CARIBE. AEC. (LEY 216 DE 1995)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;FONDO FIDUCIARIO PARA EL PROGRAMA AMBIENTAL DEL CARIBE. (LEY 13 DE 1945)
;FONDO FIDUCIARIO PARA EL PLAN DE ACCION DEL PACIFICO SUDESTE. (LEY 13 DE 1945)
;FONDO ESPECIAL PARA LAS MIGRACIONES (ART. 6 LEY 1465 DE 2011 - DECRETO 4976 DE 2011)
;FONDO CONVENIO VIENA PROTECCION CAPA DE OZONO. (LEY 30 DE 1990)
;ORGANIZACION DE LAS NACIONES UNIDAS PARA EL DESARROLLO INDUSTRIAL. ONUDI. (LEY 46 DE 1980)
;CONVENIO PARA EL CONTROL DEL TABACO (LEY 1109/2006)
;UNION POSTAL UNIVERSAL. UPU. (LEY 19 DE 1978)
;UNION POSTAL DE LAS AMERICAS, ESPANA Y PORTUGAL. UPAEP. (LEYES 60 DE 1973 Y 50 DE 1977)
;TRIBUNAL INTERNACIONAL PARA EL ENJUICIAMIENTO DE LOS PRESUNTOS RESPONSABLES DE LAS VIOLACIONES GRAVES DEL DERECHO INTERNACIONAL HUMANITARIO, COMETIDAS EN EL TERRITORIO DE LA EX YUGOSLAVIA DESDE 1991.(LEY 13 DE 1945)
;SUBCOMISION REGIONAL PARA EL CARIBE Y REGIONES ADYACENTES. IOCARIBE. (LEY 76 DE 1988)
;SISTEMA ECONOMICO LATINOAMERICANO. SELA. (LEY 15 DE 1979)
;SECRETARIA GENERAL IBEROAMERICA. (LEY 1140 DE 2007)
;PROTOCOLO DE ENMIENDA AL TRATADO DE COOPERACION AMAZONICA - LEY 690 DE 2001
;PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO.PNUD. (LEY 13 DE 1945)
;PLAN PUEBLA PANAMA (PPP).  ART. 224 CONSTITUCION POLITICA
;PARLAMENTO ANDINO. (LEY 94 DE 1985)
;ORGANIZACION PARA LA PROSCRIPCION DE LAS ARMAS NUCLEARES EN AMERICA LATINA. OPANAL. (LEY 45 DE 1971)
;ORGANIZACION PANAMERICANA DE LA SALUD.OPS.  (LEY 51 DE 1931)
;ORGANIZACION MUNDIAL DE LA SALUD. OMS. (LEY 19 DE 1959)
;ORGANIZACION METEREOLOGICA MUNDIAL. OMM. (LEY 36 DE 1961)
;ORGANIZACION LATINOAMERICANA DE ENERGIA. OLADE. (LEY 6 DE 1976)
;ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES. OIM. (LEY 13 DE 1961 Y LEY 50 DE 1988)
;ORGANIZACION DE LAS NACIONES UNIDAS. ONU. (LEY 13 DE 1945)
;CONCILIACIONES
;SENTENCIAS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;PERSONAL EXTRANJERO EN CONSULADOS Y EMBAJADAS (LOCAL)
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;IMPUESTOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;TASAS Y DERECHOS ADMINISTRATIVOS
;IMPUESTOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2020011000033;FORTALECIMIENTO DE HERRAMIENTAS INSTITUCIONALES PARA LA INVESTIGACIÓN, MEDICIÓN, FORMACIÓN E INTERACCIÓN CON LA CIUDADANÍA FRENTE A LA LUCHA CONTRA EL FRAUDE Y LA CORRUPCIÓN EN LA ADMINISTRACION DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES. NAC
2020011000032;FORTALECIMIENTO DE LA GESTIÓN DOCUMENTAL EN LA AGENCIA ITRC BOGOTÁ
2018011000796;IMPLEMENTACIÓN SISTEMA INTEGRAL DE INFORMACIÓN PARA LA PREVENCIÓN DEL FRAUDE Y LA CORRUPCIÓN EN LAS ENTIDADES VIGILADAS  NACIONAL
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;TRANSFERENCIA CONVENIOS ICETEX
;PRESTACIONES DEL SECTOR SALUD (LEY 715 DE 2001) (DE PENSIONES)
;PAGOS EXCEPCIONALES DE EXTRABAJADORES DE LA FUNDACIÓN SAN JUAN DE DIOS (DE PENSIONES)
;FONDO NACIONAL DE PENSIONES DE LAS ENTIDADES TERRITORIALES LEY 549 DE 1999 (DE PENSIONES)
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;RESGUARDOS INDÍGENAS - ASIGNACIONES ESPECIALES
;FONPET - ASIGNACIONES ESPECIALES
;PROGRAMAS DE ALIMENTACIÓN ESCOLAR - ASIGNACIONES ESPECIALES
;MUNICIPIOS DE LA RIBERA DEL RÍO MAGDALENA - ASIGNACIONES ESPECIALES
;PARTICIPACIÓN PARA PROPÓSITO GENERAL
;FONDO DE ESTABILIZACIÓN DE PRECIOS DE LOS COMBUSTIBLES - FEPC
;FONDO DE ESTABILIZACIÓN DE PRECIOS DE LOS COMBUSTIBLES - FEPC
;A UNIVERSIDADES PARA FUNCIONAMIENTO LEY 30 DE 1992 ARTÍCULO 86
;FONDO DE RESERVA PARA LA ESTABILIZACIÓN DE LA CARTERA HIPOTECARIA BANCO DE LA REPÚBLICA
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL VICHADA
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL VAUPÉS
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL PUTUMAYO
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL GUAVIARE
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL GUAINÍA
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL CASANARE
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL ARAUCA
;PARTICIPACIÓN IVA - DEPARTAMENTO DEL AMAZONAS
;PARTICIPACIÓN IVA - DEPARTAMENTO ARCHIPIÉLAGO DE SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA
;SEGUIMIENTO, ACTUALIZACIÓN DE CALCULOS ACTUARIALES, DISEÑO DE ADMINISTRACIÓN FINANCIERA DEL PASIVO PENSIONAL DE LAS ENTIDADES TERRITORIALES (ARTÍCULO 48 DE LA LEY 863 DE 2003)
;RECURSOS A LOS MUNICIPIOS CON TERRITORIOS COLECTIVOS DE COMUNIDADES NEGRAS. ARTÍCULO 255 LEY 1753 DE 2015
;RECURSOS A LOS MUNICIPIOS CON RESGUARDOS INDÍGENAS ART. 24 LEY 44 DE 1990, ART. 184 LEY 223 DE 1995
;FONDO DE DESARROLLO PARA LA GUAJIRA - FONDEG, ARTÍCULO 19 LEY 677 DE 2001
;DEPARTAMENTO ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (LEY 1A. DE 1972)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;PAGOS BENEFICIARIOS FUNDACIÓN SAN JUAN DE DIOS DERIVADOS DEL FALLO SU-484 2008 CORTE CONSTITUCIONAL
;ATENCIÓN DE PROCESOS JUDICIALES Y RECLAMACIONES ADMINISTRATIVAS DEL EXTINTO DAS O SU FONDO ROTATORIO. ART. 238 LEY 1753 DE 2015 - PND
;FONDO PARA LA REHABILITACIÓN, INVERSIÓN SOCIAL Y LUCHA CONTRA EL CRIMEN ORGANIZADO
;GASTOS INHERENTES A LA INTERVENCIÓN ADMINISTRATIVA PARÁGRAFO  3,  ART. 10, DECRETO 4334 DE 2008, ART. 1   DECRETO 1761 DE 2009
;FONDO DE COMPENSACIÓN INTERMINISTERIAL
;PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA
;ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICO OCDE-ARTICULO 47 LEY 1450 DE 2011 Y LEY 1950 DE 2019
;ASOCIACION INTERNACIONAL DE PRESUPUESTO PUBLICO -ASIP, LEY 493 DE 1999.
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;LAUDOS ARBITRALES
;CONCILIACIONES
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
2019011000266;FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL EN LA GESTIÓN DE INFORMACIÓN. BOGOTÁ
2021011000053;CONSTRUCCION DE VIVIENDAS EN EL NUEVO CASCO URBANO DE GRAMALOTE
2021011000005;IMPLEMENTACION DE HERRAMIENTAS PARA LA INCLUSION PRODUCTIVA DE LA POBLACION EN LA ZONA DE LA INTERCONEXION VIAL YATI – BODEGA - DEPARTAMENTO DE BOLIVAR - MUNICIPIOS DE MAGANGUE, CICUCO, TALAIGUA NUEVO, MOMPOS
;TÍTULOS DE DEUDA
;PRÉSTAMOS
;TÍTULOS DE DEUDA
;OTRAS CUENTAS POR PAGAR
;PRÉSTAMOS
;TÍTULOS DE DEUDA
;PRÉSTAMOS
;TÍTULOS DE DEUDA
;TÍTULOS DE DEUDA
;PRÉSTAMOS
;PRÉSTAMOS
;TÍTULOS DE DEUDA
2018011000771;MEJORAMIENTO DE LA PLATAFORMA TECNOLÓGICA DEL INPEC  NACIONAL
2018011000496;ACTUALIZACIÓN  DE LOS PROCESOS EDUCATIVOS EN LOS ESTABLECIMIENTOS DE RECLUSIÓN DEL SISTEMA PENITENCIARIO Y CARCELARIO COLOMBIANO GARANTIZANDO EL DERECHO FUNDAMENTAL A LA EDUCACIÓN Y AL PROCESO DE TRATAMIENTO PENITENCIARIO.    NACIONAL
2018011000522;IMPLEMENTACIÓN DE HERRAMIENTAS TECNOLÓGICAS Y ELEMENTOS PARA MEJORAR LA CALIDAD  Y EFICIENCIA EN LA PRESTACIÓN DEL SERVICIO AL CIUDADANO DEL INPEC  NACIONAL
2018011000489;IMPLEMENTACIÓN DE HERRAMIENTAS DE EVALUACIÓN PENITENCIARIA  NACIONAL
2018011000485;FORTALECIMIENTO DEL PROGRAMA DE ATENCIÓN DE CONSUMO DE SUSTANCIAS PSICOACTIVAS EN LA POBLACIÓN PRIVADA DE LA LIBERTAD A CARGO DEL INPEC..  NACIONAL
2020011000090;FORTALECIMIENTO EN LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN VIRTUAL AL CUERPO DE CUSTODIA Y VIGILANCIA DEL INPEC A NIVEL NACIONAL
2018011001141;FORTALECIMIENTO DE LA GESTIÓN ARCHIVISTICA DEL INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO  NACIONAL
;MULTAS, SANCIONES E INTERESES DE MORA
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;TASAS Y DERECHOS ADMINISTRATIVOS
;IMPUESTOS
;ADQUISICIÓN DE SERVICIOS
;MATERIALES Y SUMINISTROS
;CONCILIACIONES
;SENTENCIAS
;INDEMNIZACIÓN POR DISMINUCIÓN DE LA CAPACIDAD PSICOFÍSICA (NO DE PENSIONES)
;CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;CONCILIACIONES
;SENTENCIAS
;PRESTACIONES ECONÓMICAS FONPRENOR. DECRETO 1668 DE 1997
;PROGRAMAS DE VIVIENDA Y OTROS (NO DE PENSIONES)
;AUXILIOS FUNERARIOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;BONOS PENSIONALES (DE PENSIONES)
;MESADAS PENSIONALES (DE PENSIONES)
;OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;FONDO PARA LOS NOTARIOS DE INSUFICIENTES INGRESOS. DECRETO 1672 DE 1997
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
2018011000538;ACTUALIZACIÓN EN LINEA DE LAS BASES DE DATOS PARA EL CATASTRO MULTIPROPOSITO A NIVEL NACIONAL  NACIONAL
2018011000431;SANEAMIENTO Y FORMALIZACIÓN DE LA PROPIEDAD INMOBILIARIA A NIVEL NACIONAL EN EL POSCONFLICTO  NACIONAL
2017011000131;DESARROLLO Y FORMULACIÓN DE PROYECTOS ESTRATÉGICOS DE RENOVACIÓN Y DESARROLLO URBANO EN MUNICIPIOS Y DISTRITOS DE COLOMBIA  NACIONAL
2018011000190;RENOVACIÓN URBANA CIUDAD CAN  BOGOTÁ
;IMPUESTOS
;SENTENCIAS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;IMPUESTOS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;SALARIO
;OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2017011000419;INCREMENTO DEL VALOR POR DINERO QUE OBTIENE EL ESTADO EN LA COMPRA PÚBLICA.  NACIONAL
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;SENTENCIAS
;INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES)
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS
;REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
;TASAS Y DERECHOS ADMINISTRATIVOS
;IMPUESTOS
;IMPUESTOS
;MULTAS, SANCIONES E INTERESES DE MORA
;CONTRIBUCIÓN DE VALORIZACIÓN MUNICIPAL
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
2018011000364;FORTALECIMIENTO DE LA INFRAESTRUCTURA DESTINADA A LA PRESTACIÓN DEL SERVICIO MIGRATORIO A NIVEL  NACIONAL
2018011000159;CONSOLIDACIÓN DE LAS CAPACIDADES INSTITUCIONALES DEL SERVICIO MIGRATORIO A NIVEL   NACIONAL
2017011000255;FORTALECIMIENTO DEL PROGRAMA DE GESTIÓN Y CONSERVACIÓN DOCUMENTAL A NIVEL NACIONAL.
2017011000255;FORTALECIMIENTO DEL PROGRAMA DE GESTIÓN Y CONSERVACIÓN DOCUMENTAL A NIVEL NACIONAL.
2017011000253;OPTIMIZACIÓN DE SERVICIOS TECNOLÓGICOS PARA LA ATENCIÓN DE LOS PROCESOS MIGRATORIOS A NIVEL NACIONAL.
2017011000251;CONSOLIDACIÓN DEL MODELO INTEGRAL DE CAPACITACIÓN POR COMPETENCIAS DE LOS FUNCIONARIOS DE MIGRACIÓN COLOMBIA.  NACIONAL
2017011000015;CONSTRUCCIÓN DE LAS FASES II Y III DE LA EXTENSIÓN DE LA TRONCAL NORTE QUITO SUR DEL SISTEMA TRANSMILENIO   SOACHA
2017011000404;IMPLANTACIÓN DEL REGIOTRAM DE OCCIDENTE ENTRE BOGOTÁ Y FACATATIVÁ
2018011000920;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO DE PASAJEROS PARA EL MUNICIPIO DE VALLEDUPAR
2018011000919;IMPLEMENTACIÓN SISTEMA INTEGRADO DE TRANSPORTE MASIVO DE   CALI
2018011000917;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO DEL MUNICIPIO  DE  SANTA MARTA
2018011000911;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO DEL MUNICIPIO  MONTERÍA
2018011000911;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO DEL MUNICIPIO  MONTERÍA
2018011000908;IMPLEMENTACIÓN SISTEMA INTEGRADO DE TRANSPORTE MASIVO  ENVIGADO, MEDELLÍN, ITAGUI
2018011000914;CONSTRUCCIÓN TRAMO 1 DE LA PRIMERA LÍNEA DE METRO DE BOGOTÁ PARA MEJORAR LAS CONDICIONES DE MOVILIDAD DE SUS HABITANTES.  BOGOTÁ
2018011000900;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO DEL MUNICIPIO  POPAYÁN
2018011000891;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO SETP EN EL MUNICIPIO DE  NEIVA
2018011000890;IMPLEMENTACIÓN SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO SETP EN EL MUNICIPIO DE    ARMENIA
;SALARIO
2018011000499;IMPLEMENTACIÓN DEL ENFOQUE DIFERENCIAL ÉTNICO EN LAS CONDICIONES DE RECLUSIÓN Y TRATAMIENTO RESOCIALIZADOR.  NACIONAL
2019011000265;MEJORAMIENTO DE LA EFICIENCIA INSTITUCIONAL DEL MJD PARA EL FORTALECIMIENTO DEL ACCESO A LA JUSTICIA A NIVEL  NACIONAL
2020011000045;FORTALECIMIENTO DE LA GESTIÓN TECNOLÓGICA CON ENFOQUE DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN PARA EL MEJORAMIENTO DEL ACCESO A LA JUSTICIA A NIVEL NACIONAL
2020011000045;FORTALECIMIENTO DE LA GESTIÓN TECNOLÓGICA CON ENFOQUE DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN PARA EL MEJORAMIENTO DEL ACCESO A LA JUSTICIA A NIVEL NACIONAL
2019011000138;DISEÑO E IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DOCUMENTAL Y ADMINISTRACIÓN DE ARCHIVOS EN EL MINISTERIO DE JUSTICIA Y DEL DERECHO  BOGOTÁ
2020011000085;DESARROLLO INTEGRAL DE LOS MÉTODOS DE RESOLUCIÓN DE CONFLICTOS A NIVEL NACIONAL
2020011000083;FORTALECIMIENTO DE LA ARTICULACIÓN INSTITUCIONAL EN LA APLICACIÓN DE LOS MECANISMOS DE JUSTICIA TRANSICIONAL A NIVEL NACIONAL
2020011000062;MEJORAMIENTO DEL ACCESO A LA JUSTICIA LOCAL Y RURAL A NIVEL NACIONAL
2020011000100;FORTALECIMIENTO DE LA JUSTICIA CON ENFOQUE DIFERENCIAL A NIVEL NACIONAL
2020011000100;FORTALECIMIENTO DE LA JUSTICIA CON ENFOQUE DIFERENCIAL A NIVEL NACIONAL
2020011000103;OPTIMIZACIÓN DE LOS SISTEMAS PENALES EN EL MARCO DE LA POLÍTICA CRIMINAL A NIVEL NACIONAL
2020011000105;FORTALECIMIENTO DE LA PREVENCIÓN DEL DELITO EN EL MARCO DE LA POLÍTICA CRIMINAL A NIVEL NACIONAL
2020011000121;AMPLIACIÓN DE CAPACIDADES PARA LA ARTICULACIÓN Y PROMOCIÓN DE LA JUSTICIA FORMAL A NIVEL NACIONAL
2020011000121;AMPLIACIÓN DE CAPACIDADES PARA LA ARTICULACIÓN Y PROMOCIÓN DE LA JUSTICIA FORMAL A NIVEL NACIONAL
2020011000121;AMPLIACIÓN DE CAPACIDADES PARA LA ARTICULACIÓN Y PROMOCIÓN DE LA JUSTICIA FORMAL A NIVEL NACIONAL
;ADQUISICIONES DIFERENTES DE ACTIVOS
;ACUERDO DE COOPERACION ENTRE EL INSTITUTO LATINOAMERICANO DE LAS NACIONES UNIDAS PARA LA PREVENCION DEL DELITO Y EL TRATAMIENTO DEL DELINCUENTE - ILANUD (LEY 43 DE 1989)
;TRATADO CONSTITUTIVO DE LA CONFERENCIA DE MINISTROS DE JUSTICIA DE LOS PAÍSES IBEROAMERICANOS (LEY 176 DE 1994)
;ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICO OCDE-ARTICULO 47 LEY 1450 DE 2011 Y LEY 1950 DE 2019
2021011000165;IMPLEMENTACION DE ACCIONES DE FORTALECIMIENTO INSTITUCIONAL PARA MEJORAR LA CALIDAD DEL GASTO PUBLICO Y PRESERVAR LA SOSTENIBILIDAD FISCAL DE LAS ENTIDADES TERRITORIALES Y SUS DESCENTRALIZADAS.  NACIONAL
2019011000260;APOYO AL FONDO DIAN PARA COLOMBIA NACIONAL
2019011000257;DESARROLLO E IMPLEMENTACIÓN DE UNA ESTRATEGIA PARA COBERTURAS DE LOS PRECIOS DEL PETRÓLEO PARA COLOMBIA  NACIONAL
2019011000256;FORTALECIMIENTO DE LA GESTIÓN CON ORGANISMOS MULTILATERALES DE FINANCIAMIENTO Y COOPERACIÓN INTERNACIONAL NACIONAL
2017011000338;OPTIMIZACIÓN DEL MODELO DE GESTIÓN Y ADMINISTRACIÓN DEL PORTAFOLIO DE EMPRESAS ESTATALES  -  BOGOTÁ
2018011000854;MEJORAMIENTO E  INTEGRACIÓN DE LA INFORMACIÓN EN LA GESTIÓN FINANCIERA PÚBLICA NACIONAL  NACIONAL
2018011000826;FORTALECIMIENTO DEL GOBIERNO Y LA GESTIÓN DE SERVICIOS TIC EN EL MHCP  BOGOTÁ
2018011000813;ADECUACIÓN DEL SIIF NACIÓN A NORMAS, CONCEPTOS Y ESTÁNDARES NACIONALES E INTERNACIONALES   BOGOTÁ
2018011000686;MEJORAMIENTO Y REFORZAMIENTO SEDES DEL MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO  BOGOTÁ
2018011000682;FORTALECIMIENTO DEL SEGUIMIENTO Y EVALUACIÓN FINANCIERA Y FISCAL DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD (SGSSS) Y DEL SISTEMA GENERAL DE RIESGOS LABORALES (SGRL)   NACIONAL
2018011000715;FORTALECIMIENTO DE LAS COMPETENCIAS TÉCNICAS DE LOS FUNCIONARIOS DEL MHCP  NACIONAL
2018011000720;APOYO A PROYECTOS DE INVERSIÓN A NIVEL  NACIONAL-[DISTRIBUCION PREVIO CONCEPTO DNP]
2018011000720;APOYO A PROYECTOS DE INVERSIÓN A NIVEL  NACIONAL-[DISTRIBUCION PREVIO CONCEPTO DNP]
2018011000720;APOYO A PROYECTOS DE INVERSIÓN A NIVEL  NACIONAL-[DISTRIBUCION PREVIO CONCEPTO DNP]
2018011000802;DISTRIBUCIÓN COBERTURAS DE TASA DE INTERÉS PARA FINANCIACIÓN DE VIVIENDA NUEVA.  NACIONAL
2018011000802;DISTRIBUCIÓN COBERTURAS DE TASA DE INTERÉS PARA FINANCIACIÓN DE VIVIENDA NUEVA.  NACIONAL
;SENTENCIAS
;CONTRIBUCIONES INHERENTES A LA NÓMINA
;SALARIO
2018011000803;FORTALECIMIENTO Y  SOSTENIBILIDAD DE LA CAPACIDAD INSTITUCIONAL Y FINANCIERA DE LAS ENTIDADES TERRITORIALES Y SUS DESCENTRALIZADOS, EN EL CONTEXTO DE LAS NORMAS DE RESPONSABILIDAD FISCAL.  NACIONAL
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
;CUOTA DE FISCALIZACIÓN Y AUDITAJE
